document	label
it 's a highly rated , kick ass firewall program that 's bundled with the venerable norton antivirus , plus extras ( like norton antispam & norton parental control ) that make this security suite a must-have for people who have broadband internet access .	1
i have never had this problem with any other software on my computer .	0
this is an excellent router for the money .	1
i love this player and am extremely happy with my decision .	1
i 've taken about hundred shot with the canon , in varying lighting situations , all in auto mode , and not one blurry picture ! . ! . ! .	1
no one has ever come to my house and noticed 'diaper odor . '	1
the software has been installed on windows 95 , 98 , 2000 and xp and i haven 't had any problems with it .	1
it will not replace your high-end 35mm slr but it 's a great toy to keep near you at all times for snapshots .	1
however , the ipod does not come close to the number of extra features that the 'zen micro ' has to offer .	1
the scroll button is overly sensitive at times ; . not sensitive enough at others .	0
the manual mode is feature rich and i can 't wait to get the hang of it .	1
but this does work even if you turn off the lcd viewing -- great battery saver .	1
when i went to put in the new sd card i looked at the lcd screen -- cracked -- and the fluid gave a jackson pollock type appearance to the screen , black and blue and purple blotches and streaks -- useless .	0
for the price i don 't think you can beat it .	1
. this camera keeps on outfoxing in auto mode with a buzzing sound which can 't be stopped .	0
i love this player and would probably go with creative labs again .	1
it has lots of little cute features , my favorite being the games and the pim ( personal information manager -- i . e . organizer ) , and the radio ! .	1
i would give it about 6 or 7 hours , although it will probably get better after a few charge cycles .	0
"i will never use all the "" whistles and bells "" this machine is capable of ."	1
i wash ours out with lysol each time i empty it , and that helps , but when its hot out- well , just be prepared .	0
however , the battery life isn 't as good as i would like .	0
it is buggy , slow and basically frustrates the heck out of the user .	0
with the ipod , you can also store documents and contact files ( from programs such as microsoft outlook ) when it 's connected to your pc as an external hard drive .	1
one caveat i have is that i understand the ipod does not save the photos in such a way that the quality of the image is preserved .	0
i also liked the fact that you can save custom playlist you made on the player not just the computer ! .	1
2 . it takes a while for the camera to actually capture the photograph from the time you click the button and i have seen people becoming a little impatient waiting for the flash to glow .	0
2- excellent picture quality and so simple to use ! . ! . ! .	1
4- looks great .	1
it powers up quickly , so you won 't miss that quick shot .	1
one complaint . . . the screen is too easily scratched ! .	0
however , if there was one thing i liked about the creative , it would be the car adapter .	1
the box included a little polyester , pull-string bag , ( yes , you read right a bag , something a boy would carry ten marbles in ) and tries to pass it off as the case .	0
overall , a good buy for the price .	1
in the auto mode it functions basically as a point and click , the scene modes are very easy to use and produce good results .	1
a great camera , but here are some points which i don 't notice in most of the reviews here , which may be of concern especially to the more advanced amatuer :	1
this phone is not suitable for fast people , maybe only for old people .	0
. itunes -- this is a love-hate relationship program ; . usually people with mac like this program than people with a pc , but depending on your computer expertise , this could be a difficult program to use , and it is required for an ipod .	1
the only downside to this is that it can get pretty stinky long before the pail is full .	0
the other pail i used started to smell after 2 weeks of use .	0
long reboots due to norton taking forever to boot .	0
the nokia 6600 is a decent extension of the smart phone line .	1
friends told me that the diaper genie did not work very well , so bought the diaper champ based on on-line reviews and i have been happy with it .	1
however , i suspect that many people are having a bad experience -- do not purchase this product .	0
i am extremely satisfied with this camera .	1
they fired away and the picture turned out quite nicely . ( as all of my pictures have thus far ) .	1
few month ago , it 's very popular among my community .	1
the software that comes with the digital elph is very nice and intuitive .	1
it seemed as if we were emoting the pail everyday and it was in no way odorless .	0
i will also say that setting up the e-mail account was very simple and straight-forward , although you do need an external smut server to use .	1
the lcd screen was very large and readable .	1
this camera was affordable , very easy to learn , and produces spectacular images .	1
while the perfect odor free diaper pail has yet to be invented , the diaper champ is a good as it gets .	1
i registered for this item because of the good reviews it got , however i was not impressed .	0
this new click wheel ipod allows you to navigate through the menus and song via a touch-wheel for scrolling and click-able buttons for selection .	1
the other day when i was listening to a song , it locked up and will not do anything now .	0
"we tried the "" finding memo "" dvd and when we got to ~ chapter 28 , the frames started to freeze for no reason ."	0
when you look through the viewfinder ( not the lcd ) the bottom left corner of the picture ( about 15 % ) is blocked by the lens .	0
not only is it much more cost effective ( you can use regular trash bags rather than refills at $5 a pop ) , it is easier to use and clean , and has a larger capacity .	1
this little camera has created a marriage between myself and nikon . never knew i could love a digital camera so much .	1
i 've dropped the device several times onto hard surfaces , and it still works flawlessly .	1
i loaded a lot of photos into it and they display very clearly for such a small screen and , very importantly , the transition from one photo to the next is instantaneous .	1
b ) the lens cover is surely loose , i already accidently finger-printed the len a few times , and au lens ti gt and cause potential damage .	0
i am enjoying my phone a lot . . . .	1
the biggest red flag for me was the fact that although my cousin 's player was relatively new , it was riddled with scratches .	0
only thing i don 't like about it is slow in changing apps , boot up , and sometime it has problem connect thru bluetooth .	0
so-so 1 . customer service - 6 calls half were efficient other half were equally incompetent .	0
i am glad that i do not work for norton .	0
the setup and transfer process was cake for me .	1
battery life , the drawback to most digital cameras , to quote k . reeves .	1
there are better cameras but none anywhere near as light and compact .	1
it is more than 90 days and it does not show the picture no matter what i do .	0
software - music match jukebox is n 't the greatest , the search function is n 't fast even when accessing it with the hot key shortcut .	0
best camera ever . from the image quality , color , function , i can say almost everything .	1
the front door is miss aligned on my unit and you have to manually life it up just so slightly for the door to close , a very annoying thing after ah wile .	0
very sleek & stylish as well as the screen options and visuals it has .	1
there are number of downloads needed/available for this phone & they will be text ed to you at no cost .	1
i love the camera .	1
combine this with the excellent price we got in the gold box , and i 'm really happy .	1
but for now it appears that this player does n 't play well with itunes .	0
"the possibilities with auto , manual , and the very helpful "" scene "" mode , which offers 11 optimized situational settings like portrait , landscape , beach / snow , sunset etc . , are endless ."	1
